ORGAN_CODE,CATEGORY,YY,VAL
4420000,³í,2020,3995.4379
4430000,³í,2020,1982.8214
4440000,³í,2020,1110.8985
4450000,³í,2020,4447.7794
4460000,³í,2020,3044.8487
4470000,³í,2020,4403.6577
4480000,³í,2020,297.892
5570000,³í,2020,1058.5619
6440000,³í,2020,145103.1232
4490000,³í,2020,6084.3684
4500000,³í,2020,7160.0626
4510000,³í,2020,8913.8486
4520000,³í,2020,9967.6238
4530000,³í,2020,20210.6632
4540000,³í,2020,11460.2276
5580000,³í,2020,277.2055
5680000,³í,2020,20361.2257
4550000,³í,2020,1421.7749
4570000,³í,2020,12243.739
4580000,³í,2020,10360.6275
4590000,³í,2020,6255.4722
4600000,³í,2020,9788.1648
4610000,³í,2020,11569.8358
4620000,³í,2020,9028.2836
6450000,³í,2020,123638.1689
4640000,³í,2020,2856.4218
4670000,³í,2020,11976.4397
4680000,³í,2020,17912.3292
4690000,³í,2020,13784.4448
4700000,³í,2020,10513.9267
4710000,³í,2020,19407.6453
4720000,³í,2020,4220.3186
4730000,³í,2020,2259.8483
4740000,³í,2020,1174.9448
4750000,³í,2020,2831.7538
4760000,³í,2020,4256.8694
4770000,³í,2020,5979.6391
4780000,³í,2020,13134.5833
4790000,³í,2020,13329.0041
6460000,³í,2020,168386.7105
4800000,³í,2020,103.6394
4810000,³í,2020,2297.694
4820000,³í,2020,5393.1548
4830000,³í,2020,13651.4176
4840000,³í,2020,1256.923
4850000,³í,2020,6299.4763
4860000,³í,2020,4589.3551
4870000,³í,2020,2568.2065
4880000,³í,2020,13619.3643
4890000,³í,2020,7981.2734
4900000,³í,2020,5335.3335
4910000,³í,2020,8910.8958
4920000,³í,2020,10226.8133
4930000,³í,2020,20258.7935
4940000,³í,2020,15648.1169
4950000,³í,2020,9347.4676
4960000,³í,2020,7641.0912
4970000,³í,2020,10854.2384
4980000,³í,2020,4567.3493
4990000,³í,2020,2467.0934
5000000,³í,2020,6218.5846
5010000,³í,2020,9150.4286
6470000,³í,2020,117935.9443
5020000,³í,2020,7991.8849
5050000,³í,2020,13523.9572
5060000,³í,2020,5354.2974
5070000,³í,2020,6409.2386
5080000,³í,2020,8394.979
5090000,³í,2020,4442.7496
5100000,³í,2020,4100.4255
5110000,³í,2020,13007.7682
5120000,³í,2020,4467.6873
5130000,³í,2020,855.1816
5140000,³í,2020,2834.2419
5150000,³í,2020,10122.1021
5160000,³í,2020,1241.2518
5170000,³í,2020,1247.7873
5180000,³í,2020,2958.7845
5190000,³í,2020,2858.6823
5200000,³í,2020,4312.4586
5210000,³í,2020,5836.3713
5220000,³í,2020,2681.8217
5230000,³í,2020,9584.8996
5240000,³í,2020,2754.2896
5250000,³í,2020,2955.0843
5260000,³í,2020,0
6480000,³í,2020,80952.1824
5670000,³í,2020,5016.9935
5310000,³í,2020,5630.7515
5330000,³í,2020,418.6158
5340000,³í,2020,4039.7609
5350000,³í,2020,4343.1677
5360000,³í,2020,6392.2934
5370000,³í,2020,1788.3245
5380000,³í,2020,1256.4329
5390000,³í,2020,4236.7556
5400000,³í,2020,5874.3844
5410000,³í,2020,7288.008
5420000,³í,2020,6523.2362
5430000,³í,2020,2189.6335
5440000,³í,2020,4432.3061
5450000,³í,2020,4193.5329
5460000,³í,2020,4001.9309
5470000,³í,2020,5395.0469
5480000,³í,2020,7931.0077
6500000,³í,2020,16.9589
6510000,³í,2020,5
6520000,³í,2020,11.9589
6110000,³í,2021,195.8483
6260000,³í,2021,2277.8394
3400000,³í,2021,395.773
6270000,³í,2021,2660.185
3480000,³í,2021,2264.5092
6280000,³í,2021,12413.1861
3570000,³í,2021,10459.9164
6290000,³í,2021,4579.607
3630000,³í,2021,2566.8049
6300000,³í,2021,1137.4177
6310000,³í,2021,4423.8467
3730000,³í,2021,3943.095
5690000,³í,2021,3703.6058
6410000,³í,2021,80949.6393
3740000,³í,2021,523.2819
3780000,³í,2021,23.0101
3820000,³í,2021,74.4774
3830000,³í,2021,0
3860000,³í,2021,290.3365
3900000,³í,2021,65.5088
3910000,³í,2021,11574.9496
3920000,³í,2021,42.222
3930000,³í,2021,1226.6337
3940000,³í,2021,1124.0202
3970000,³í,2021,3.8134
3980000,³í,2021,0
3990000,³í,2021,187.2207
4000000,³í,2021,301.0397
4010000,³í,2021,944.3106
4020000,³í,2021,67.1743
4030000,³í,2021,5.0515
4040000,³í,2021,23.316
4050000,³í,2021,3714.8903
4060000,³í,2021,7499.9371
4070000,³í,2021,7837.0921
4080000,³í,2021,7767.9038
4090000,³í,2021,4620.0054
5530000,³í,2021,12374.1198
5540000,³í,2021,628.247
5590000,³í,2021,1257.3534
5600000,³í,2021,3358.9514
5700000,³í,2021,7363.2965
4140000,³í,2021,3863.9111
4160000,³í,2021,868.6071
4170000,³í,2021,3318.9579
6420000,³í,2021,31718.2942
4180000,³í,2021,1315.0899
4190000,³í,2021,3328.0338
4200000,³í,2021,2588.7209
4210000,³í,2021,128.4175
4220000,³í,2021,10.451
4230000,³í,2021,246.714
4240000,³í,2021,637.4205
4250000,³í,2021,2617.0102
4260000,³í,2021,2469.8215
4270000,³í,2021,530.4572
4280000,³í,2021,497.752
4290000,³í,2021,240.5221
4300000,³í,2021,9801.4467
4310000,³í,2021,497.1123
4320000,³í,2021,1344.7129
4330000,³í,2021,702.9878
4340000,³í,2021,3107.0086
4350000,³í,2021,1654.6153
6430000,³í,2021,35348.8835
5710000,³í,2021,9660.2034
4390000,³í,2021,4626.5362
4400000,³í,2021,1663.071
4420000,³í,2021,3856.2395
4430000,³í,2021,2023.4916
4440000,³í,2021,1230.4435
4450000,³í,2021,4550.8575
4460000,³í,2021,2231.8242
4470000,³í,2021,4219.0107
4480000,³í,2021,285.1675
5570000,³í,2021,1002.0384
6440000,³í,2021,141924.7967
4490000,³í,2021,6209.1866
4500000,³í,2021,7013.364
4510000,³í,2021,9245.0233
4520000,³í,2021,10402.8603
4530000,³í,2021,19446.5247
4540000,³í,2021,10925.2748
5580000,³í,2021,170.0941
5680000,³í,2021,21449.8825
4550000,³í,2021,1590.899
4570000,³í,2021,10661.5686
4580000,³í,2021,9989.4648
4590000,³í,2021,5298.5436
4600000,³í,2021,9089.969
4610000,³í,2021,10699.7917
4620000,³í,2021,9732.3497
6450000,³í,2021,123903.719
4640000,³í,2021,2689.4001
4670000,³í,2021,12320.7756
4680000,³í,2021,17898.1938
4690000,³í,2021,14592.1895
4700000,³í,2021,10019.1207
4710000,³í,2021,20939.6436
4720000,³í,2021,3812.4707
4730000,³í,2021,1833.0541
4740000,³í,2021,783.4393
4750000,³í,2021,2816.2807
4760000,³í,2021,4156.1398
4770000,³í,2021,5839.3074
4780000,³í,2021,12714.3559
4790000,³í,2021,13489.3478
6460000,³í,2021,167298.9753
4800000,³í,2021,108.3215
4810000,³í,2021,2005.7769
4820000,³í,2021,4769.8789
4830000,³í,2021,12533.6549
4840000,³í,2021,1328.2929
4850000,³í,2021,5371.7853
4860000,³í,2021,4252.4868
4870000,³í,2021,2296.8203
4880000,³í,2021,13347.5194
4890000,³í,2021,8213.7084
4900000,³í,2021,4850.508
4910000,³í,2021,8252.1557
4920000,³í,2021,9881.3068
4930000,³í,2021,23211.3949
4940000,³í,2021,16056.6778
4950000,³í,2021,8796.8857
4960000,³í,2021,7503.5532
4970000,³í,2021,11005.3799
4980000,³í,2021,5021.0589
4990000,³í,2021,2123.4058
5000000,³í,2021,6457.7455
5010000,³í,2021,9910.6578
6470000,³í,2021,102399.4182
5020000,³í,2021,6916.2588
5050000,³í,2021,12366.1501
5060000,³í,2021,4134.2279
5070000,³í,2021,5165.6747
5080000,³í,2021,7511.4552
5090000,³í,2021,3842.0902
5100000,³í,2021,2933.2485
5110000,³í,2021,13021.596
5120000,³í,2021,4282.7158
5130000,³í,2021,1251.5668
5140000,³í,2021,2518.4733
5150000,³í,2021,9821.8527
5160000,³í,2021,946.4581
5170000,³í,2021,607.9282
5180000,³í,2021,2007.9038
5190000,³í,2021,2517.5367
5200000,³í,2021,3354.7209
5210000,³í,2021,2692.5552
5220000,³í,2021,2082.6717
5230000,³í,2021,9714.9661
5240000,³í,2021,2352.3006
5250000,³í,2021,2357.0669
5260000,³í,2021,0
6480000,³í,2021,65490.8076
5670000,³í,2021,3857.5345
5310000,³í,2021,4546.0152
5330000,³í,2021,404.3258
5340000,³í,2021,3921.7142
5350000,³í,2021,3462.8472
5360000,³í,2021,4261.1468
5370000,³í,2021,1385.3908
5380000,³í,2021,621.011
5390000,³í,2021,3222.6377
5400000,³í,2021,5325.3461
5410000,³í,2021,5243.5663
5420000,³í,2021,5543.3186
5430000,³í,2021,2699.3864
5440000,³í,2021,4165.7883
5450000,³í,2021,3531.1364
5460000,³í,2021,3612.825
5470000,³í,2021,4001.0469
5480000,³í,2021,5685.7704
6500000,³í,2021,13.5237
6510000,³í,2021,0
6520000,³í,2021,13.5237
6110000,¹ç,2017,234.6373
6260000,¹ç,2017,2499.5479
3400000,¹ç,2017,923.6646
6270000,¹ç,2017,4067.8024
3480000,¹ç,2017,2161.2142
6280000,¹ç,2017,6780.8914
3570000,¹ç,2017,4071.7297
6290000,¹ç,2017,3514.8796
