ORGAN_CODE,TOP_CODE,TOP_ORGAN,FULL_ORGAN,LWST_ORGAN,REGION,EXPEN_PUBLIC_ORDER,EXPEN_TRAFFIC,EXPEN_TOTAL,EXPEN_GOVERN,EXPEN_INSTITU,EXPEN_EDU,TOTAL_POPULATION,TOTAL_HOUSE,COASTLINE,TOTAL_AREA,FOREST_AREA,ARABLE_AREA,ROAD_AREA,WATER_FACILITY,RESTORATION_FACILITY,ACCOM_FACILITY,ETC_FACILITY,EXPEN_DMG_STORM,CNT_DISPATCH,TOTAL_RESCUE,FIRE_RESCUE,MNTN_RESCUE,CNT_FIRE,FIRE_AREA,EXPEN_FIRE
5240000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Bonghwa-gun,Bonghwa-gun,YNA,0.036087335,0.003834441,0.012818581,0.008671371,0,0,0.002319139,0.005502392,0.00E+00,0.193721766,6.16E-01,0.61613232,0.649126701,0.212579641,0.217840618,0.298043926,0.072839424,0.071251827,0,0,0,0,0,0,0
5250000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Uljin-gun,Uljin-gun,YNA,0.095355287,0.002346529,0.022018678,1.36E-02,0.005097318,0,0.004102857,0.008676503,6.18E-02,0.079756525,5.30E-01,0.529632333,0.534398464,0.139405353,0.188249545,0.255389474,2.37E-02,0.649124333,0.013330736,0.00981892,0.001413428,0.020507285,0.01191934,0.00401821,0.00576507
5260000,6470000,Gyeongsangbuk-do,Gyeongsangbuk-do Ulleung-gun,Ulleung-gun,YNA,0.015635139,0.000302734,0.000436367,0.000697536,0,0,0,0,4.33E-02,0.017285687,3.83E-02,0.03828296,0.037953158,0.005745199,0.001731539,0.010791046,1.87E-03,0.432670167,0,0,0,0,0,0,0
5310000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Jinju-si,Jinju-si,YNA,0.029950302,0.029550068,0.061625653,0.029447903,0.000761749,0,0.034931608,0.045150241,0.00E+00,0.215152524,2.65E-01,0.26455822,0.384356767,0.348615305,0.431304633,0.562705681,0.160078189,0.006013114,0.045487346,0.052821896,0.016254417,0.018888289,0.036002939,0.002053703,0.015181589
5330000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Tongyeong-si,Tongyeong-si,YNA,0.027208387,0.004557486,0.024837789,0.015513984,0.002587714,0,0.012451192,0.018263048,3.96E-01,0.041648094,9.59E-02,0.095855248,0.12834689,0.116255085,0.073366512,0.079096323,3.76E-02,0.035244092,0.021006686,0.013240244,0.009187279,0.005936319,0.031186219,0.000750095,0.012384755
5340000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Sacheon-si,Sacheon-si,YNA,0.024215427,0.007421043,0.02509507,0.015156304,0.000534926,0,0.010606319,0.017169849,1.04E-01,0.121105725,1.44E-01,0.143657045,0.214278715,0.198502971,0.270836439,0.241535434,1.05E-01,0.006827662,0.019253734,0.01504826,0.002120141,0.009174312,0.020981305,0.000695665,0.006574175
5350000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Gimhae-si,Gimhae-si,YNA,0.042855405,0.044769,0.069891751,0.040158683,0.019669304,0,0.054696388,0.062231852,0.00E+00,0.127814953,1.49E-01,0.148727886,0.249334515,0.319467387,0.325937068,0.374918383,1.67E-01,0.015721869,0.066031049,0.049650914,0.077031802,0.025364274,0.0813944,0.005710417,0.123844682
5360000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Miryang-si,Miryang-si,YNA,0.113719927,0.014814848,0.031117987,0.017425166,0.003181472,0,0.00993282,0.018453113,0.00E+00,0.22131661,3.22E-01,0.321545411,0.430782812,0.229540888,0.52057341,0.430271422,0.125742773,0.051216644,0.019742262,0.017190064,0.015547703,0.057744199,0.033798677,0.001206899,0.02989498
5370000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Geoje-si,Geoje-si,YNA,0.057284859,0.017158086,0.035093211,0.019827975,0.004252171,0,0.024526456,0.033723313,2.62E-01,0.066174325,1.78E-01,0.178171477,0.21679122,0.173362117,0.177017064,0.136685385,6.15E-02,0.132872074,0.034158615,0.026869906,0.048763251,0.024824609,0.031512777,0.000849676,0.004075602
5380000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Yangsan-si,Yangsan-si,YNA,0.008475138,0.056752299,0.049964493,0.027541491,0.003238545,0,0.035271889,0.042779078,0.00E+00,0.040765091,2.26E-01,0.225973274,0.261309411,0.169534579,0.128919729,0.198220326,2.29E-01,0.076160768,0.036642762,0.026063253,0.021201413,0.05288721,0.032819006,0.001251534,0.048315934
5390000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Uiryeong-gun,Uiryeong-gun,YNA,0.022071569,0.002527376,0.011710861,0.008598635,0.000690351,0,0.001822093,0.004743837,0.00E+00,0.101503379,2.07E-01,0.20711176,0.259865843,0.132865077,0.240372468,0.253229891,0.018075445,0.041978407,0.007564195,0.004645212,0,0.004317323,0.014531799,0.000545042,0.010156152
5400000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Haman-gun,Haman-gun,YNA,0.012991263,0.005503641,0.014885219,0.008347712,0.001864952,0,0.005746822,0.010129499,0.00E+00,0.155307001,1.34E-01,0.133892845,0.223981229,0.193178595,0.343863653,0.285889482,0.054016543,0.01990049,0.017529519,0.014130344,0.002120141,0.002158662,0.020083272,0.001065778,0.006643679
5410000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Changnyeong-gun,Changnyeong-gun,YNA,0.019045792,0.004325934,0.017379015,0.011097824,0.001254447,0,0.005410271,0.010704928,0.00E+00,0.172034885,1.82E-01,0.181826761,0.286868867,0.188551862,0.410565107,0.371257072,0.077928053,0.021245003,0.014719687,0.006202887,0.000706714,0.017808958,0.017470814,0.000344113,0.003903411
5420000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Goseong-gun,Goseong-gun,YNA,0.016846709,0.005094437,0.016642616,0.008899202,3.15E-05,0,0.004412656,0.009062414,1.10E-01,0.155663173,2.14E-01,0.213535244,0.278837821,0.187956809,0.353875809,0.220198402,0.05477572,0.019860012,0.013691544,0.008845373,0.007067138,0.008634647,0.01796065,0.000347943,0.011179048
5430000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Namhae-gun,Namhae-gun,YNA,0.01662338,0.004138713,0.013181167,0.007434777,0.000202903,0,0.003500616,0.009054448,1.91E-01,0.092095051,1.50E-01,0.149501724,0.192012232,0.113149284,0.201922016,0.11408053,4.27E-02,0.038588511,0.009112796,0.005924731,0.001413428,0.004856989,0.013552127,0.000342051,0.005011179
5440000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Hadong-gun,Hadong-gun,YNA,0.054395082,0.004336188,0.018575001,0.011388257,0.000557692,0,0.003752421,0.007886565,4.03E-02,0.151745624,3.05E-01,0.305382893,0.364028863,0.21054815,0.363033823,0.29829124,4.22E-02,0.13101514,0.01224512,0.013740925,0.004946996,0.021046951,0.020899665,0.000486708,0.015741387
5450000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Sancheong-gun,Sancheong-gun,YNA,0.041924266,0.004246953,0.013395828,0.008625567,0,0,0.002669852,0.006422777,0.00E+00,0.113177681,3.83E-01,0.383087551,0.428625565,0.223404553,0.312890396,0.325012647,2.79E-02,0.065363821,0.011076485,0.016355595,0.000706714,0.104155424,0.015021634,0.000420861,0.005506285
5460000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Hamyang-gun,Hamyang-gun,YNA,0.021777734,0.004806658,0.014549646,0.009060241,0,0,0.003084345,0.006946779,0.00E+00,0.120954029,3.46E-01,0.345930745,0.391186509,0.206785251,0.298888475,0.242006343,2.12E-02,0.122577726,0.009834411,0.016522489,0.000706714,0.089584458,0.016164585,0.000496577,0.010130565
5470000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Geochang-gun,Geochang-gun,YNA,0.025780743,0.005385795,0.018927675,0.010017253,0.000513662,0,0.005422862,0.010085974,0.00E+00,0.184580256,3.83E-01,0.38257795,0.43331501,0.205122728,0.364685456,0.276448045,4.37E-02,0.139040843,0.012385611,0.012461406,0.001413428,0.025364274,0.012082619,0.0005583,0.016917742
5480000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Hapcheon-gun,Hapcheon-gun,YNA,0.046827112,0.007484487,0.020367488,0.013237704,0.001194657,0,0.003641302,0.009343961,0.00E+00,0.187565408,4.48E-01,0.448473715,0.53074426,0.269807733,0.451576761,0.550511297,0.027307858,0.286329774,0.013940598,0.014491947,0.000706714,0.035078251,0.018123928,0.002008111,0.010558339
5530000,6410000,Gyeonggi-do,Gyeonggi-do Hwaseong-si,Hwaseong-si,MPA,0.212544422,0.100233609,0.118801234,0.0664603,0.023786141,0,0.083967906,0.091948233,3.52E-02,0.350330495,1.09E-01,0.109155195,0.375569847,0.474444919,0.65093255,0.526471714,3.16E-01,0.005731328,0.083407304,0.054908069,0.006360424,0.008094981,0.098783574,0.023107783,0.654176698
5540000,6410000,Gyeonggi-do,Gyeonggi-do Gwangju-si,Gwangju-si,MPA,0.061956077,0.044262203,0.050009525,0.028307931,0.004650678,0,0.03776762,0.040555514,0.00E+00,0.045130634,1.77E-01,0.177378765,0.231770086,0.148383614,0.109726575,0.219330785,2.50E-01,0.001358329,0.049421111,0.046034881,0.004240283,0.04587156,0.058535391,0.00540895,0.271860439
5570000,6430000,Chungcheongbuk-do,Chungcheongbuk-do Jeungpyeong-gun,Jeungpyeong-gun,CCA,0.021747247,0.000240238,0.002611921,0.001925772,0.002781523,0,0.002877668,0.004094496,0.00E+00,0.033342526,2.56E-02,0.025574402,0.042750356,0.036009056,0.059237282,0.048318073,2.26E-02,0.039874472,0.008828619,0.013740925,0.012720848,0.005396654,0.005878031,0.000147382,0.004094986
5580000,6440000,Chungcheongnam-do,Chungcheongnam-do Gyeryong-si,Gyeryong-si,CCA,0.013729582,0.003155976,0.001869143,0.000455355,0.00032862,0,0.003539302,0.004200273,0.00E+00,0.006406483,2.49E-02,0.0249201,0.031331532,0.016950424,0.016410593,0.020466903,3.98E-02,0.006054296,0.004479766,0.005590943,0.00565371,0.00701565,0.016980978,0.000804526,0.011852846
5590000,6410000,Gyeonggi-do,Gyeonggi-do Yangju-si,Yangju-si,MPA,0.035980474,0.026200638,0.034257139,0.019449701,0.001329666,0,0.022541605,0.02619452,0.00E+00,0.064170913,1.00E-01,0.100485693,0.166485105,0.13162116,0.125558863,0.140451193,1.34E-01,0.045272014,0.039797437,0.029095157,0.006360424,0.038316244,0.052167524,0.006601708,0.234664686
5600000,6410000,Gyeonggi-do,Gyeonggi-do Pocheon-si,Pocheon-si,MPA,0.122810391,0.015325889,0.034660617,0.019478311,0.001046394,0,0.014481861,0.019389108,0.00E+00,0.161033255,3.35E-01,0.334694365,0.446039829,0.176110877,0.257338057,0.285124059,2.70E-01,0.06941134,0.04216025,0.029456761,0.009187279,0.059363195,0.06343375,0.013829993,0.205826509
5670000,6480000,Gyeongsangnam-do,Gyeongsangnam-do Changwon-si,Changwon-si,YNA,0.186822692,0.074768107,0.158611716,0.094742517,0.01545196,0,0.106904178,0.124675707,1.60E-01,0.156699707,2.67E-01,0.266659536,0.403461259,0.430840159,0.421353856,0.446530015,0.273159504,0.066878965,0.103951007,0.081138216,0.114487633,0.094981112,0.08490489,0.002557277,0.048347089
5680000,6440000,Chungcheongnam-do,Chungcheongnam-do Dangjin-si,Dangjin-si,CCA,0.027852427,0.011252601,0.037794309,0.023587257,0.000839149,0,0.016363503,0.022839338,5.25E-02,0.426309542,1.37E-01,0.137409719,0.380227952,0.390050702,0.926705339,0.646881374,1.03E-01,0.010562565,0.015141162,0.012989903,0.012014134,0.00701565,0.026124582,0.002058564,0.028056993
5700000,6410000,Gyeonggi-do,Gyeonggi-do Yeoju-si,Yeoju-si,MPA,0.06287769,0.022576421,0.031452568,0.017261956,0.000871874,0,0.010628719,0.015083862,0.00E+00,0.255414363,1.79E-01,0.178800614,0.32774655,0.265604062,0.432078381,0.448716598,0.469907186,0.016957776,0.026725333,0.012711747,0.00565371,0.003237992,0.035676382,0.013702424,0.063828122
5710000,6430000,Chungcheongbuk-do,Chungcheongbuk-do Cheongju-si,Cheongju-si,CCA,0.068233232,0.062974955,0.124087757,0.078595791,0.017030333,0,0.086345575,0.102568423,0,0.288168977,0.297594182,0.297594182,0.507771422,0.544753462,0.580004021,0.692426515,0.357641349,0.332419104,0.06052314,0.069622542,0.03745583,0.02590394,0.07421014,0.007786143,0.156912082
